x,y,bag,class
0.08583438818701401,2.137015090705418,3,-1
1.4979535143350051,0.01642571100257365,1,-1
-0.1835929046442005,-0.05131275998854973,0,1
0.27341225841380284,2.108020790516849,3,-1
2.76670560215218,2.0311936153149333,4,1
-0.410023698352263,2.341722013494251,3,-1
3.552971905264638,0.060127249957755216,2,-1
2.789835186357111,-0.15837299133618943,2,1
0.5877439494070268,2.203515134187161,4,-1
3.168389987772788,-0.04281678303153084,2,-1
2.1977508857895254,0.006651287821719649,1,-1
2.0478157386212006,1.9901408045883584,4,1
1.6958468438080987,-0.0963323249708736,1,-1
3.274889375847979,0.21053917163801739,2,-1
1.9114762561900072,1.8956804940822336,4,1
0.4846512826976577,1.766908848542259,4,-1
0.6237941616661886,2.294028513356972,4,-1
-0.06843087141359902,2.112359086835602,3,-1
-0.28173028663713384,0.18175009842298942,0,1
0.0026885396885877027,-0.03425741535201565,0,1
1.6143276085756624,1.8563498497770774,4,1
1.5208581734483473,2.003919910408251,4,1
1.6480693560275503,1.8486490268653573,4,1
-0.09451178249262701,0.1557902073112315,0,1
3.7002918979505695,-0.10609099568996615,2,-1
0.06419382822488062,-0.03583924305710881,0,1
2.9264669543084008,1.8186493060395426,5,-1
2.587832500720067,1.7430211746547952,5,-1
3.4016766720489033,0.14598671569852412,2,-1
0.8701840992546456,1.8634469287818503,3,1
3.8036753539307457,2.0075233640465253,5,1
1.5462904096101153,2.2228057801778043,4,1
3.2357759958126873,0.023034125211955372,2,-1
3.358361494977586,-0.006308112473915839,2,-1
3.713250706569842,-0.004731430645843863,2,-1
1.7192407096590236,2.4398800356479526,4,1
2.4774565154963186,2.0156910949181435,5,-1
0.6377476638297651,2.0080633015475655,4,-1
3.200621989763517,-0.03030307553206081,2,-1
2.6183351668895893,0.029463483897531537,1,-1
3.4766612161561854,0.11501591900215365,2,-1
2.5471230114399583,1.8703612451768152,5,-1
-0.30489209019075414,2.038419219246056,3,-1
3.3173648879085906,2.115297528070866,5,1
2.7687932677385767,-0.03647298290518277,2,1
2.6836467670771262,0.25391771349708464,2,1
1.4517588381647966,1.5343893708571876,4,1
0.06643005779225009,1.8889248081925594,3,-1
3.522396863796051,-0.08386357048633904,2,-1
-0.0578840511762242,2.0268867478619446,3,-1
2.3764778280209984,-0.057475706659977026,2,1
1.7658964193150424,-0.32113812137456854,1,-1
2.5167527663575,0.09744222043301937,1,-1
3.5001572658736873,2.1528724455937405,5,1
2.5787362807809933,-0.006452319851782218,2,1
1.6456992320556472,2.1957373054272686,4,1
1.7660065584824165,-0.02305202802965835,1,-1
-0.06663203183034455,-0.27153467750449606,0,1
3.4884829138735105,-0.01678579653528114,2,-1
0.5470890850687771,-0.1605063255523043,0,1
2.425279262337684,1.84744506159235,5,-1
0.23902582012310747,2.1093901993227346,3,-1
3.33507684296249,0.04857918284212024,2,-1
0.7395862036362684,2.147539720217458,4,-1
2.4065683962638684,0.037431611213222665,1,-1
-0.014906773846409567,2.1849483819072613,3,-1
3.44281972621918,-0.010275282758317199,2,-1
2.346707243107538,2.128487520391113,5,-1
0.0379922926776111,0.09211654669868742,0,1
3.6498910727336287,0.14896161503901453,2,-1
1.4482869375493177,2.195698152688867,4,1
0.8354170851402078,0.24898644256770613,0,-1
2.4771937135384365,-0.08194270960448721,1,-1
2.450867223962845,2.032511125361138,5,-1
0.6140294122174996,0.30232817082438296,0,-1
2.5382907132719796,0.25874485581724266,1,-1
3.433801528316029,2.0651036703833023,5,1
0.6892440276301582,0.05806800450180032,0,-1
3.2472156371048015,0.06825856585823709,2,-1
1.1092065605437322,0.2833983485205176,1,1
0.6015644057479819,1.8782341982454323,3,1
2.594700433580869,-0.14453888622212693,2,1
1.9272343131868197,-0.10814254570286337,1,-1
0.10302819082048191,1.90318942044738,3,-1
-0.04786886989463022,1.8335607995517331,3,-1
0.07281054676490402,-0.12467749037446493,0,1
0.4344188721783489,0.01123177215515703,0,-1
3.4265788592013453,2.095122333094102,5,1
3.430680119124096,2.014078264743057,5,1
-0.2582459253216351,-0.04164063811650854,0,1
0.10595272353739518,2.0569763181796374,3,-1
3.6680867279794387,-0.006753580667900511,2,-1
2.6366067875854338,0.08843557114687131,2,1
0.5040987207123233,1.9646120830800176,3,1
2.2814497300168504,2.4615095506492097,5,-1
3.3995373093470067,-0.13805073960255523,2,-1
3.416634409534684,1.7921913350300218,5,1
-0.13341826284099312,0.0704240403343699,0,1
3.5449282787743126,1.6283636021678505,5,1
0.5525387341325467,1.991665012455698,4,-1
0.7036955920649685,-0.18549857879998366,0,-1
1.7719288507043511,-0.07758354087423727,1,-1
3.1771755361748357,2.333661341742014,5,1
-0.012068307060293012,-0.14214541636989345,0,1
0.6788082204894631,2.0938970326586004,4,-1
0.6819370936392881,1.962166518327727,4,-1
2.5283638666393182,2.0916339849553616,4,1
0.45840868313467464,-0.029999241107757892,1,1
0.031917558663192507,0.07873803163869221,0,1
2.8234745076281644,-0.03500837250862588,1,-1
3.2799838779153476,1.904217750393512,5,1
0.81058349897245,-0.02696097893374306,1,1
0.6204448902485507,1.8999887164806268,3,1
0.7362310490746677,1.9140771686283913,3,1
-0.030811547217654077,-0.038367385895766964,0,1
-0.15879085456133923,2.0509421995716846,3,-1
-0.022530947040664773,2.08203299598781,3,-1
-0.03772225222194223,1.961122192220862,3,-1
3.65382237186577,-0.10857329322871433,2,-1
0.1134817234420198,0.24335847681321846,0,1
2.571957390874498,-0.05200961031507808,1,-1
1.1185875080319398,1.8379777034438551,3,1
-0.21225874629331185,2.037466451251043,3,-1
2.2448222536381977,-0.07423638928125653,2,1
0.06759892253133237,-0.1690427547071052,0,1
2.4403982271542217,-0.13311879345988478,1,-1
3.219951911250683,2.0508788332741252,5,1
1.7423668079002785,2.2152332448874263,4,1
2.6308579229019693,1.9799243958003905,5,-1
0.9541417002432001,2.1160785791869547,4,-1
0.6374607860449619,1.8806122424667022,4,-1
0.05742491346948511,0.19921566930910536,0,1
0.6594274761333718,-0.3777455301323619,0,-1
1.6520110505081076,0.27729659512591043,1,-1
2.533707332701307,1.7408786849047422,5,-1
0.060672588211976596,2.0691921992181683,3,-1
2.4497185266908454,-0.13978776155998096,1,-1
1.7915900062232113,-0.016747737690634656,1,-1
3.5212482546717885,1.979425524130483,5,1
0.6865022676521236,-0.14714020364761607,1,1
2.3818797515905765,-0.009612325797523363,1,-1
2.6688331625659,1.9428139636907058,5,-1
3.3870682454027565,-0.00934073107916346,2,-1
0.9221911192883581,-0.059045005453613915,1,1
0.1652776648086433,1.990158756794309,3,-1
3.2980773770146024,2.236212782113182,5,1
3.2945576564357713,1.9961785713335602,5,1
2.4987170252700652,2.383673670688081,4,1
-0.08357071192752494,-0.006338550956008923,0,1
3.626691781773588,2.1570877599320677,5,1
1.768440995558822,-0.03797323474699593,1,-1
1.6716462115951833,1.8607211702946347,4,1
-0.042912782328056044,2.1770195433116157,3,-1
3.5183800154096403,2.137127672365281,5,1
-0.14351958228246442,2.1349746587612883,3,-1
1.6726326966354264,0.22067062040957403,1,-1
2.426847132346187,2.106375301928231,5,-1
3.4631030532477265,-0.26549282621901066,2,-1
3.678222610257015,1.8381786811425729,5,1
2.5447098369378724,1.8193759240379423,4,1
0.10835632216836502,1.9866417551748758,3,-1
1.6095760743313323,-0.005399727626378208,1,-1
0.999625015114484,1.8986856358497228,3,1
1.71445314623243,2.2439203924212414,4,1
0.7427545806104241,1.9084505164164116,4,-1
2.634351917077308,-0.14068422411233159,1,-1
2.789204228871914,1.7442913938727136,5,-1
0.6060829522220219,2.0294221084467376,4,-1
2.644509648112145,1.971138974362671,4,1
-0.10392807440109646,-0.04223079360780459,0,1
0.7942601350922829,0.045171389626880644,0,-1
3.161129271785223,2.0411769951986494,5,1
2.534061559529218,0.08054817474879168,2,1
1.723151860639643,0.07291258282968427,1,-1
2.516925233724456,1.9788874275187958,4,1
3.4497969566055424,-0.06760591879490631,2,-1
1.6794799733602626,0.002037101185733052,1,-1
-0.17597054263802248,0.24711339026670834,0,1
3.3325647623977033,1.7064374505855806,5,1
3.416855101836024,-0.21905677544890625,2,-1
2.627571648303791,0.11907827551752775,2,1
3.228193542759661,2.171442786576378,5,1
-0.07722660300649287,2.1623290748610406,3,-1
3.3361567590935692,1.7547733706751032,5,1
2.8896959912444404,0.1290393941650766,2,1
3.517248144953578,1.7973168566186215,5,1
0.907885848532294,0.07441975467633452,0,-1
3.1685799534364705,2.1222050141264917,5,1
0.6637911412063647,0.11892736880461686,1,1
-0.23799421375736,0.19039821111631045,0,1
0.7321461946035768,1.9016706207309533,4,-1
1.4773528276782142,2.051458264003564,4,1
-0.3760653268254685,1.800604794607937,3,-1
3.567652310265141,0.049568304459750544,2,-1
0.12981324353301427,-0.15282940938460962,0,1
3.4953309702564987,2.1505168960228755,5,1
3.64808714649418,1.9925702931605196,5,1
3.317410941147385,1.8210735543082723,5,1
1.683397105986115,0.03772653706012031,1,-1
1.0508554126668723,-0.37134949874948087,0,-1
0.8410408236285205,0.24951249575075246,1,1
1.2798407802989118,0.07686592555898702,1,-1
1.5905267578814735,1.6885989263970562,4,1
1.824849390526983,2.1096965019784606,4,1
1.5682590113815973,2.238972158973334,4,1
3.5864395994547165,1.8496870566756085,5,1
1.8143954977285939,2.03689872018576,4,1
0.5931702068646717,-0.163848689300674,1,1
0.6169453698562429,2.0463475893425476,3,1
2.535268384869336,-0.055699962079960995,2,1
3.5249490034432553,-0.11296435204192287,2,-1
0.03391443155374724,0.16100747988323788,0,1
0.7222948006261103,0.06878487875897811,0,-1
2.672453727632855,2.1475269309761122,4,1
0.4580781843277157,2.205464534816913,3,1
0.5847421852031763,1.973017097849999,4,-1
0.05418826961226888,2.013957742736002,3,-1
0.46044661348264193,2.0681045431474985,3,1
1.782771836482146,2.0274146666667434,4,1
-0.07109388875345979,2.082952847404309,3,-1
2.3753628610352067,2.115780189770084,4,1
-0.161832654491348,1.8165056077109127,3,-1
2.5504106091940937,-0.10408470654605571,1,-1
3.171234735384971,-0.32009649862404516,2,-1
2.511177434703359,2.083555077883718,4,1
1.784203708704966,1.9770167578537015,4,1
1.6905466423365028,2.0761785651322016,4,1
2.541529361011766,1.832407028677892,4,1
0.7977804237027813,0.0754371413633415,0,-1
3.3907168478409218,-0.04475776941119052,2,-1
3.219758333807433,2.1270118394970927,5,1
0.5769225371608973,0.12380028771214012,0,-1
2.0680750447707266,1.9340143913816508,4,1
3.4563979289052185,-0.019458666929070712,2,-1
3.135994866267432,0.09154467224726566,2,-1
3.5602239922032686,2.021581762385689,5,1
2.7171092425995473,1.9462749949951434,4,1
0.06437524690520677,2.0489517273669677,3,-1
3.366665991196153,0.013996480966548158,2,-1
2.127255139945072,-0.17692173913459833,1,-1
3.138846058060354,1.8322420213986788,5,1
1.5885172155638432,1.8412878411841394,4,1
3.409530221952666,1.8382907482199682,5,1
0.3413106428695577,-0.07741608316237537,0,1
-0.11411642578709548,2.0213896234064186,3,-1
1.5167890719273542,-0.07413653583431981,1,-1
1.8320377562326515,0.0811782269140616,1,-1
2.331099913171592,-0.13439634270662157,1,-1
0.13248845043166094,0.016117930481798708,0,1
0.751856324169583,0.0788262972677103,1,1
3.430742250386305,2.4166715720831813,5,1
3.641778766023628,2.0533797326826355,5,1
2.905200393591885,-0.10885154655335899,1,-1
2.619218078124215,-0.1725283254939631,1,-1
0.26964693350980035,2.2096718058374956,3,-1
3.797201173445627,2.003052361273001,5,1
2.0239820936822617,1.9994811774897316,5,-1
0.7637845269347235,-0.15888108130596212,1,1
2.5729774569154857,-0.07920161532866239,1,-1
-0.11932801558397452,2.1339789526184516,3,-1
2.5502965000771227,1.9819814375248344,5,-1
3.4387803622652986,1.9747360145485242,5,1
0.868809218873194,2.0414385352811415,4,-1
0.9526823397445758,0.15162549078752768,1,1
3.6085367559274513,2.0658406884953107,5,1
0.42363662097379345,2.283478215991344,3,-1
3.561323706118067,1.7915873808593266,5,1
1.6566678308579281,1.9065052794398842,4,1
2.9344538686428665,-0.18198315743231866,2,1
1.6340483811516509,-0.19461655268293554,1,-1
3.576204979850711,-0.23616155620219284,2,-1
0.20654841643930108,0.20134928913129665,0,1
2.603059922758214,1.9108749958361975,4,1
0.6804266665277355,-0.1618342685535732,0,-1
0.8299731466303255,2.049677355488334,4,-1
0.13240650991259417,-0.03177295954630171,0,1
0.038652678679536145,1.955321066454988,3,-1
3.4222247091851576,-0.040364792143289,2,-1
0.10659304300035922,1.8856972381141677,3,-1
2.0730317729637044,1.913855947628797,5,-1
0.637054055843008,0.15062588524220297,1,1
-0.17557913458435004,-0.08187041896456071,0,1
0.89253308289643,-0.08552227032041251,1,1
3.548897895315009,1.732204265540489,5,1
3.5612993938649145,1.7927131225206712,5,1
1.6659204389720257,-0.038121908858268876,1,-1
1.500166242356719,-0.13204277223780783,1,-1
0.43604240911998376,1.9019859222545419,4,-1
2.3426544645932172,2.1744244250515194,4,1
1.9196718511184152,0.14808751746069937,1,-1
-0.29921692769462477,2.3022743311408034,3,-1
2.375107550861272,0.2496624460749175,2,1
1.5363134523015771,0.1354443966735157,1,-1
0.029929018102994347,-0.0345910498021899,0,1
2.2690593817358713,-0.0961702475493245,1,-1
3.7736756410991186,0.27926318155809005,2,-1
1.3416066315755362,2.056031449406429,4,1
-0.2541867328507074,2.2358198147067037,3,-1
1.6504419434085447,0.2723485120316253,1,-1
2.7994422072758884,0.048065234592041574,2,1
0.6492981818564822,0.09432817733556058,0,-1
3.587200029427678,2.038067694002133,5,1
0.22021536104330564,2.095046106866142,3,-1
0.5901966157936835,2.209161784676876,3,1
0.7158665683123386,-0.10806952276945764,1,1
-0.05206606949305017,-0.1553577838657779,0,1
3.415396493565941,1.9738037751081792,5,1
0.09648013391023756,1.960880533451159,3,-1
1.7920761274033774,0.10053776579268672,1,-1
0.5488170635269941,2.0798799417362486,4,-1
1.5729051293243772,2.0413405061257164,4,1
1.8360534713014283,1.836618117805228,4,1
2.222666700233088,1.8646738890293784,4,1
0.584459942434903,0.028307359851638035,0,-1
-0.08894018812142934,0.19665097858317332,0,1
0.41144955497415403,2.274453144376752,3,1
-0.057379107804467214,2.160307237448548,3,-1
-0.34051143073133316,0.21181952531433992,0,1
0.6099854896786057,2.006221655996367,3,1
1.693515394324353,1.7074661739682506,4,1
0.6254907390295251,-0.07625773748424686,0,-1
1.7849509306613238,-0.0038671646423217463,1,-1
2.399965005392242,1.8758361675196282,5,-1
1.602793763431231,-0.03126698900879116,1,-1
3.521365185246303,-0.19369995763769926,2,-1
-0.13512815940976988,0.1518813568033318,0,1
1.5012867396591327,-0.2875567927247273,1,-1
1.4787263445924912,2.013103276887239,4,1
3.3733356602992157,2.1080179482502825,5,1
2.5603369626495582,2.0382600857663813,5,-1
0.91684512591205,0.09387321778234355,0,-1
3.1943084762503426,1.923440208725094,5,1
1.4133457832539298,-0.2809161718387332,1,-1
3.3066226450283773,-0.043947600789435236,2,-1
0.4795977567775488,1.8461270304151831,3,1
3.4835498679700727,-0.4234427213751325,2,-1
1.9289818307411042,-0.42712405782410084,1,-1
-0.06368608114659545,2.128948343913851,3,-1
-0.04328024844682524,-0.07373158940477871,0,1
0.6501048937662419,0.3100253245756564,0,-1
0.7293061934539949,2.352250271626891,3,1
0.09470105858458967,0.14083205272035826,0,1
2.8073780355093896,2.165494709267717,4,1
3.2418340015576854,0.01254892226328388,2,-1
0.7790072561322041,0.42344834456535574,1,1
3.0091899817911028,2.1382387343014777,5,1
3.7235390000268986,1.8264869973400568,5,1
1.139723978295135,0.22789681389353375,1,1
3.32635832782797,0.10364650398802991,2,-1
3.4572722092802146,-0.1884320620686279,2,-1
1.7041844942085351,2.411874958257736,4,1
3.42593933593322,0.03879238597985632,2,-1
0.914639622360525,2.048821964147697,4,-1
2.6198467164347594,1.9032876406190142,5,-1
2.603186286485445,1.9410728452828336,5,-1
1.678861101177826,0.21226810006502544,1,-1
0.9644437026491135,-0.21015580495166555,0,-1
0.10033893678643485,2.0654410341277725,3,-1
0.8117524485793409,2.021759915340472,3,1
2.703830252672619,1.9587338440102473,4,1
1.3054188374168758,2.0280994934097847,4,1
3.8933478715786762,-0.07019890658267264,2,-1
-0.04790503544871208,-0.22715411427761661,0,1
3.5130429606733182,0.27724595499226223,2,-1
0.023607831276321677,1.944075931052042,3,-1
2.3583101463567933,-0.08624300298434888,1,-1
2.546757206761593,1.9659335029155862,4,1
0.7283633018146937,0.0722081447079095,0,-1
0.09893712708118164,-0.15980478377091678,0,1
3.5787246062802707,2.2686373487113123,5,1
3.309435436705534,1.81828133393707,5,1
1.8199417222007965,2.210098757558016,4,1
3.0732525087344196,-0.06670614441515012,2,-1
3.5888551086684934,2.480897341668329,5,1
0.07715084059659094,2.070319674068786,3,-1
0.5228355360079032,1.8526842503074186,3,1
3.320027317151848,-0.09500257314268763,2,-1
3.5649463630707934,0.2161334688273153,2,-1
2.51808078873297,1.715666548597876,4,1
1.6696022357557805,1.8028229731608678,4,1
3.7322588066530966,1.8131358658534231,5,1
1.128268593111121,1.951273237519663,3,1
0.20979277838797306,-0.11133998800703657,0,1
0.1151171832883344,0.33035288404200186,0,1
0.24620263252230748,2.215297715969574,3,-1
0.8607315025695279,-0.05432892133028745,1,1
0.5202243868084686,-0.24275162128964067,1,1
2.280624959753797,2.1116748617381704,4,1
0.08965540429577627,1.805025034344252,3,-1
0.807132849076435,1.9546883237122068,3,1
1.7149362073514098,2.033805302709006,4,1
2.7880463386342718,-0.01774136395686066,1,-1
0.03483946626333381,0.1839725396067262,0,1
0.8909251776036579,0.0573963154957628,1,1
-0.004998367332004441,2.3607943933145825,3,-1
0.3782866529593242,1.9319697056298184,4,-1
1.057396936677921,1.6855251343202005,4,-1
-0.11320042904317587,1.8469725435150965,3,-1
3.4930348021325126,0.04374519654808095,2,-1
3.076858792488428,1.5669613327621965,5,1
2.4461351358713164,0.19613335872812565,1,-1
-0.23883702580297198,2.250017938878734,3,-1
0.18202740692832906,0.5006394517816273,0,1
2.7403357919954883,2.0989251958917428,4,1
0.7999027854639783,0.15210430302481384,1,1
0.8335444421997573,0.42481993009232255,0,-1
3.521545563196758,-0.12458481067140245,2,-1
2.886725721961516,1.8342663549409446,5,-1
0.061106118316971485,-0.27303401075067346,0,1
0.7770341352625436,0.14281387767436116,1,1
0.745184815051193,0.14490410401727608,1,1
3.3709025403756527,2.008435527854874,5,1
0.20152114497260976,2.1074815901074038,3,-1
2.5254180586438504,0.1283146388472783,1,-1
0.6053093344409405,0.14156907837146931,1,1
0.1567452636474854,2.296748962405092,3,-1
3.6487586459270385,-0.039918343101798225,2,-1
2.600863274962883,-0.018870492576355175,1,-1
-0.057347776440306975,-0.20254570206361386,0,1
-0.07287566208005243,2.061329391299183,3,-1
0.13071275716431413,1.9378698988194254,3,-1
3.3089075641522623,0.21725774924501792,2,-1
3.6252114796557793,1.7942082935772872,5,1
2.8306701708216475,2.0005261973723383,4,1
2.6285255010053237,0.14564474852601567,2,1
2.4910911932243893,-0.21692769314398871,1,-1
-0.09433543943111856,0.09772894718606359,0,1
0.028389333185617045,0.14109243633329172,0,1
0.3254273463483886,-0.09964721593502728,0,1
3.422409781980601,0.19835465876430328,2,-1
-0.22485159862733387,1.9228498784138854,3,-1
1.660242699820744,0.1300324616137695,1,-1
2.4085238621405947,1.8717991583826075,5,-1
3.347239445382735,1.9145085995001443,5,1
0.11278030809821987,-0.13616254533322467,0,1
2.612493893570804,-0.08280245911700072,2,1
2.17555063270327,0.0034507392881381587,1,-1
0.6100947546896895,-0.28280579185256055,0,-1
1.613037812805942,0.26670227531006474,1,-1
0.9311635622823045,-0.012859052469470998,1,1
2.6967759504263795,1.934715774000463,4,1
-0.032672602510485496,2.1352168787291967,3,-1
2.2060587905350912,-0.18721837502069189,1,-1
0.056018498578385936,-0.09619915585060591,0,1
3.056860006854783,2.2356234703549798,5,1
0.6749187838676566,0.1056750676703573,1,1
0.6435950865485861,2.162045489744131,3,1
3.4572423357320905,0.21512309716504943,2,-1
2.4380326041977485,-0.019171810326694527,2,1
3.453974176257054,0.016277811999496034,2,-1
2.4649791849505513,1.845072089566793,5,-1
2.5249046035868785,0.26610172420220657,1,-1
0.6400842742357422,0.06907454106191022,0,-1
2.3283422122308455,2.083092273370902,4,1
-0.18510298793482532,0.4864796900474873,0,1
1.0412456775273387,2.1428645463185085,4,-1
0.7662372312307795,1.7165005246511345,4,-1
2.7203622762015374,2.0724834279078728,5,-1
3.555355559799274,2.0600916085499232,5,1
0.7078598902268395,1.8229083993438264,4,-1
-0.1061162675691515,1.836995342408882,3,-1
3.5447553900151174,-0.3363734090507289,2,-1
-0.20938662460039173,0.3519837561275486,0,1
2.711411476712836,1.6121660951274785,5,-1
0.7431267135840716,-0.4175852743862567,0,-1
3.453884718769076,2.0571695460816595,5,1
2.452205875429661,0.041523710515774775,1,-1
2.592052987119124,1.9578554099039456,5,-1
3.801495480742644,1.9808259627035478,5,1
2.888540626167027,0.0782451569224948,2,1
0.26047804697393806,1.8914233257868933,3,-1
1.2934012828722976,1.77106824912135,4,1
-0.08513257928302709,1.7599297482611658,3,-1
1.56047173997189,1.894798073874691,4,1
3.5885123892820046,-0.4395401918330626,2,-1
0.9363623725654927,1.8445529601839816,4,-1
2.3661142873685805,1.795888395938009,5,-1
2.2950838875042097,-0.3497292597064393,2,1
3.239657918222006,0.2350194688933696,2,-1
3.5224443606745384,0.1477854733019197,2,-1
-0.13806457433037025,-0.2637869524973955,0,1
-0.4366715459910953,2.0035302079280632,3,-1
3.7523873605829596,1.7187992339202531,5,1
2.345211891509631,1.9036912324967166,5,-1
3.4829925552447283,2.0054512098088515,5,1
3.45600969139468,2.303512420128846,5,1
1.0332688491508926,-0.33769427706707805,0,-1
0.7260950236575376,2.0813279333342285,3,1
2.6968112477031005,1.9810857150277126,4,1
2.5383301286697946,-0.07907553131918069,1,-1
3.87329409631138,1.8238924246833348,5,1
0.17287180046605588,1.69053254704289,3,-1
2.5731405377340653,-0.04930215992512073,1,-1
2.890509902118662,2.126617958054158,4,1
-0.08318537032597471,2.4158742439216745,3,-1
3.526564250280163,2.2720536377415583,5,1
3.522016145885509,-0.029892500550582894,2,-1
-0.22011277283505667,1.8357656940563365,3,-1
0.5922179124656498,0.02947829295113409,0,-1
3.288373437006933,0.009919597830738227,2,-1
2.473751248243373,2.0577729133574176,5,-1
0.4997848481180526,1.9874414429887801,3,1
3.598913403122981,0.253004008911619,2,-1
2.549791143829462,0.27153025696151273,2,1
0.7144887443249078,1.9727070217130032,4,-1
3.0666153228944113,1.7731954295786365,5,1
3.4908565882220555,0.12121181299731933,2,-1
1.768171306645789,1.7618003778764055,4,1
0.7034561795182444,-0.09028573568935805,1,1
-0.08045995412688199,1.9563149227643089,3,-1
3.2607953962231,1.8767376537952378,5,1
3.301899194308269,0.3658388076779846,2,-1
2.6530252896297517,-0.10204749917810248,1,-1
2.3589912640489423,1.7937312598593593,4,1
2.609653800897028,0.07384163300398694,1,-1
2.3457111136479014,0.14149708345972237,2,1
-0.19264289705850632,-0.23226776764648926,0,1
-0.003606597976096355,1.998874240741888,3,-1
3.565113419628195,-0.013861337591948807,2,-1
-0.10245935037894789,-0.10772785973274533,0,1
-0.11543193254827275,2.0139495023839062,3,-1
0.6985634540298221,1.9909035301327966,4,-1
0.029316976098577655,-0.11850031128399201,0,1
-0.09989889610332608,-0.15025501272039885,0,1
3.3098114136669587,2.1104600444694426,5,1
0.8815605715698334,-0.2186254201999737,0,-1
3.2100053496515626,-0.08495958302796339,2,-1
-0.002519369531957565,1.890807978749688,3,-1
0.07449681915016979,2.2126481459584966,3,-1
2.590132208858224,2.21746811173199,4,1
0.020015152673515845,2.0972500965382195,3,-1
3.3275308348978343,-0.4220055179854171,2,-1
2.3900699988482135,-0.058476116505469224,2,1
1.3785329979844163,1.8671731648602372,4,1
0.0800278476412698,-0.1548549083142491,0,1
0.20510678197924254,1.7780994060662005,3,-1
3.4508879528988454,-0.16996880093250757,2,-1
0.8545633557390346,0.3046630061677659,0,-1
2.2603994018723332,0.28649119279715407,1,-1
0.1760379619633763,-0.09179771362171626,0,1
1.6425270119057525,-0.11652085331150971,1,-1
3.481488192899222,0.03238177165001068,2,-1
-0.13224313516142783,0.012401402234255886,0,1
0.5280529108760232,0.031165773189577972,0,-1
3.533042327257776,2.130154575414357,5,1
0.3918778286081225,0.10305175761024384,0,-1
2.785858837696864,2.122705323621531,5,-1
2.4331142334207,0.05243890054535282,1,-1
3.45514530990627,1.7367222179647064,5,1
1.7733967184715174,2.328533848413839,4,1
1.7682408200882578,0.10767925550628696,1,-1
3.3343013333562013,1.892966894784904,5,1
0.9237088549947485,-0.10402866906136668,1,1
3.6728580883218123,-0.038946193366972505,2,-1
0.6578251322389288,0.015163936860609894,1,1
-0.09508598447214743,1.9769360440148507,3,-1
3.3484435727771396,1.7951072509205965,5,1
0.008684012496295627,-0.039484714483366344,0,1
0.9156083771947361,0.12744173056785307,0,-1
0.6265246763482474,2.2908602280331767,4,-1
1.442317047952062,1.9085339233058918,4,1
0.08800644300073655,1.773880760320101,3,-1
2.3906371009730316,2.286411453473127,4,1
2.6101593939124768,0.044804971755571,2,1
0.21256590292044378,-0.30451559354628555,0,1
3.59008499817725,1.835782716789155,5,1
-0.04028415652225987,-0.29760962106605876,0,1
1.5481968385633247,2.180524460856928,4,1
0.6101332213634756,0.2360294330231711,1,1
1.6666929379960895,1.8199864048771128,4,1
2.749436282365419,2.2587548269213333,5,-1
-0.3723677820137232,-0.08560443319800669,0,1
0.8592434084040564,1.830055168226188,3,1
1.8722322374742233,1.9958106871735868,4,1
0.7142087404836743,2.226115196078645,3,1
3.203978840607359,-0.16208175660610513,2,-1
1.6733561135260233,-0.2390097456010757,1,-1
0.5241014651626911,0.07772212453311834,1,1
